variable_id,long_name,units,table_id
rlds,Surface Downwelling Longwave Radiation,W m-2,Amon
rlds,Surface Downwelling Longwave Radiation,W m-2,ImonAnt
rlds,Surface Downwelling Longwave Radiation,W m-2,3hr
rlds,Surface Downwelling Longwave Radiation,W m-2,CF3hr
rlds,Surface Downwelling Longwave Radiation,W m-2,day
rldsIs,Ice Sheet Surface Downwelling Longwave Radiation,W m-2,LImon
rldscs,Surface Downwelling Clear-Sky Longwave Radiation,W m-2,CFday
rldscs,Surface Downwelling Clear-Sky Longwave Radiation,W m-2,3hr
rldscs,Surface Downwelling Clear-Sky Longwave Radiation,W m-2,CFsubhr
rldscs,Surface Downwelling Clear-Sky Longwave Radiation,W m-2,Amon
rldscs,Surface Downwelling Clear-Sky Longwave Radiation,W m-2,CF3hr
rlntds,Surface Net Downward Longwave Radiation,W m-2,Omon
rls,Net Longwave Surface Radiation,W m-2,Eday
rls,Net Longwave Surface Radiation,W m-2,day
rls,Net Longwave Surface Radiation,W m-2,Emon
rlu,Upwelling Longwave Radiation,W m-2,CFsubhr
rlu,,W m-2,Efx
rlu,Upwelling Longwave Radiation,W m-2,CFmon
rlu4co2,Upwelling Longwave Radiation 4XCO2 Atmosphere,W m-2,CFmon
rlucs,Upwelling Clear-Sky Longwave Radiation,W m-2,CFsubhr
rlucs,Upwelling Clear-Sky Longwave Radiation,W m-2,CFmon
rlucs4co2,Upwelling Clear-Sky Longwave Radiation 4XCO2 Atmosphere,W m-2,CFmon
rlus,Surface Upwelling Longwave Radiation,W m-2,CFsubhr
rlus,Surface Upwelling Longwave Radiation,W m-2,Amon
rlus,Surface Upwelling Longwave Radiation,W m-2,CF3hr
rlus,Surface Upwelling Longwave Radiation,W m-2,ImonAnt
rlus,Surface Upwelling Longwave Radiation,W m-2,day
rlus,Surface Upwelling Longwave Radiation,W m-2,ImonGre
rlus,Surface Upwelling Longwave Radiation,W m-2,3hr
rlusIs,Ice Sheet Surface Upwelling Longwave Radiation,W m-2,LImon
rlusLut,Surface Upwelling Longwave on Land-Use Tile,W m-2,Emon
rlut,TOA Outgoing Longwave Radiation,W m-2,CF3hr
rlut,TOA Outgoing Longwave Radiation,W m-2,day
rlut,TOA Outgoing Longwave Radiation,W m-2,E3hr
rlut,TOA Outgoing Longwave Radiation,W m-2,E1hrClimMon
rlut,TOA Outgoing Longwave Radiation,W m-2,Amon
rlut,TOA Outgoing Longwave Radiation,W m-2,CFsubhr
rlut,TOA Outgoing Longwave Radiation,W m-2,Esubhr
rlut4co2,TOA Outgoing Longwave Radiation 4XCO2 Atmosphere,W m-2,CFmon
rlutaf,TOA Outgoing Aerosol-Free Longwave Radiation,W m-2,AERmon
rlutcs,TOA Outgoing Clear-Sky Longwave Radiation,W m-2,Amon
rlutcs,TOA Outgoing Clear-Sky Longwave Radiation,W m-2,CFsubhr
rlutcs,TOA Outgoing Clear-sky Longwave Radiation,W m-2,E1hrClimMon
rlutcs,TOA Outgoing Clear-Sky Longwave Radiation,W m-2,CF3hr
rlutcs,TOA Outgoing Clear-Sky Longwave Radiation,W m-2,CFday
rlutcs,TOA Outgoing Clear-sky Longwave Radiation,W m-2,E3hr
rlutcs4co2,TOA Outgoing Clear-Sky Longwave Radiation 4XCO2 Atmosphere,W m-2,CFmon
rlutcsaf,"TOA Outgoing Clear-Sky, Aerosol-Free Longwave Radiation",W m-2,AERmon
rootd,Maximum Root Depth,m,fx
rsd,,W m-2,Efx
rsd,Downwelling Shortwave Radiation,W m-2,CFmon
rsd,Downwelling Shortwave Radiation,W m-2,CFsubhr
rsd4co2,Downwelling Shortwave Radiation 4XCO2 Atmosphere,W m-2,CFmon
rsdcs,Downwelling Clear-Sky Shortwave Radiation,W m-2,CFmon
rsdcs,Downwelling Clear-Sky Shortwave Radiation,W m-2,E3hrPt
rsdcs,Downwelling Clear-Sky Shortwave Radiation,W m-2,CFsubhr
rsdcs4co2,Downwelling Clear-Sky Shortwave Radiation 4XCO2 Atmosphere,W m-2,CFmon
rsdo,Downwelling Shortwave Radiation in Sea Water,W m-2,Omon
rsdoabsorb,Net Rate of Absorption of Shortwave Energy in Ocean Layer,W m-2,Emon
rsdoabsorb,Net Rate of Absorption of Shortwave Energy in Ocean Layer,W m-2,Oyr
rsds,Surface Downwelling Shortwave Radiation,W m-2,Amon
rsds,Surface Downwelling Shortwave Radiation,W m-2,CFsubhr
rsds,Surface Downwelling Shortwave Radiation,W m-2,ImonGre
rsds,Surface Downwelling Shortwave Radiation,W m-2,CF3hr
rsds,Surface Downwelling Shortwave Radiation,W m-2,3hr
rsds,Surface Downwelling Shortwave Radiation,W m-2,ImonAnt
rsds,Surface Downwelling Shortwave Radiation,W m-2,day
rsdsIs,Ice Sheet Surface Downwelling Shortwave Radiation,W m-2,LImon
rsdscs,Surface Downwelling Clear-Sky Shortwave Radiation,W m-2,CF3hr
rsdscs,Surface Downwelling Clear-Sky Shortwave Radiation,W m-2,Amon
rsdscs,Surface Downwelling Clear-Sky Shortwave Radiation,W m-2,CFsubhr
rsdscs,Surface Downwelling Clear-Sky Shortwave Radiation,W m-2,CFday
rsdscs,Surface Downwelling Clear-Sky Shortwave Radiation,W m-2,3hr
rsdscsdiff,Surface Diffuse Downwelling Clear Sky Shortwave Radiation,W m-2,Emon
rsdscsdiff,Surface Diffuse Downwelling Clear Sky Shortwave Radiation,W m-2,Eday
rsdsdiff,Surface Diffuse Downwelling Shortwave Radiation,W m-2,3hr
rsdsdiff,Surface Diffuse Downwelling Shortwave Radiation,W m-2,Emon
rsdsdiff,Surface Diffuse Downwelling Shortwave Radiation,W m-2,Eday
rsdt,TOA Incident Shortwave Radiation,W m-2,6hrPlevPt
rsdt,TOA Incident Shortwave Radiation,W m-2,CFsubhr
rsdt,TOA Incident Shortwave Radiation,W m-2,Amon
rsdt,TOA Incident Shortwave Radiation,W m-2,Esubhr
rsdt,TOA Incident Shortwave Radiation,W m-2,E1hrClimMon
rsdt,TOA Incident Shortwave Radiation,W m-2,CFday
rsdt,TOA Incident Shortwave Radiation,W m-2,E3hr
rsdt,TOA Incident Shortwave Radiation,W m-2,CF3hr
rsntds,Net Downward Shortwave Radiation at Sea Water Surface,W m-2,Omon
rss,Net Shortwave Surface Radiation,W m-2,day
rss,Net Shortwave Surface Radiation,W m-2,Emon
rss,Net Shortwave Surface Radiation,W m-2,Eday
rsu,,W m-2,Efx
rsu,Upwelling Shortwave Radiation,W m-2,CFmon
rsu,Upwelling Shortwave Radiation,W m-2,CFsubhr
rsu4co2,Upwelling Shortwave Radiation 4XCO2 Atmosphere,W m-2,CFmon
rsucs,Upwelling Clear-Sky Shortwave Radiation,W m-2,E3hrPt
rsucs,Upwelling Clear-Sky Shortwave Radiation,W m-2,CFsubhr
rsucs,Upwelling Clear-Sky Shortwave Radiation,W m-2,CFmon
rsucs4co2,Upwelling Clear-Sky Shortwave Radiation 4XCO2 Atmosphere,W m-2,CFmon
rsus,Surface Upwelling Shortwave Radiation,W m-2,Amon
rsus,Surface Upwelling Shortwave Radiation,W m-2,ImonGre
rsus,Surface Upwelling Shortwave Radiation,W m-2,3hr
rsus,Surface Upwelling Shortwave Radiation,W m-2,CFsubhr
rsus,Surface Upwelling Shortwave Radiation,W m-2,ImonAnt
rsus,Surface Upwelling Shortwave Radiation,W m-2,day
rsus,Surface Upwelling Shortwave Radiation,W m-2,CF3hr
rsusIs,Ice Sheet Surface Upwelling Shortwave Radiation,W m-2,LImon
rsusLut,Surface Upwelling Shortwave  on Land-use Tile,W m-2,Emon
rsuscs,Surface Upwelling Clear-Sky Shortwave Radiation,W m-2,Amon
rsuscs,Surface Upwelling Clear-Sky Shortwave Radiation,W m-2,3hr
rsuscs,Surface Upwelling Clear-Sky Shortwave Radiation,W m-2,CFday
rsuscs,Surface Upwelling Clear-Sky Shortwave Radiation,W m-2,CF3hr
rsuscs,Surface Upwelling Clear-Sky Shortwave Radiation,W m-2,CFsubhr
rsut,TOA Outgoing Shortwave Radiation,W m-2,CFsubhr
rsut,TOA Outgoing Shortwave Radiation,W m-2,Amon
rsut,TOA Outgoing Shortwave Radiation,W m-2,CF3hr
rsut,Top-of-Atmosphere Outgoing Shortwave Radiation,W m-2,E3hr
rsut,Top-of-Atmosphere Outgoing Shortwave Radiation,W m-2,E1hrClimMon
rsut,Top-of-Atmosphere Outgoing Shortwave Radiation,W m-2,Esubhr
rsut,TOA Outgoing Shortwave Radiation,W m-2,CFday
rsut4co2,TOA Outgoing Shortwave Radiation in 4XCO2 Atmosphere,W m-2,CFmon
rsutaf,TOA Outgoing Aerosol-Free Shortwave Radiation,W m-2,AERmon
rsutcs,TOA Outgoing Clear-Sky Shortwave Radiation,W m-2,CFsubhr
rsutcs,TOA Outgoing Clear-Sky Shortwave Radiation,W m-2,CF3hr
rsutcs,TOA Outgoing Clear-Sky Shortwave Radiation,W m-2,Amon
rsutcs,TOA Outgoing Clear-Sky Shortwave Radiation,W m-2,CFday
rsutcs,TOA Outgoing Clear-Sky Shortwave Radiation,W m-2,E1hrClimMon
rsutcs,TOA Outgoing Clear-Sky Shortwave Radiation,W m-2,E3hr
rsutcs4co2,TOA Outgoing Clear-Sky Shortwave Radiation 4XCO2 Atmosphere,W m-2,CFmon
rsutcsaf,"TOA Outgoing Clear-Sky, Aerosol-Free Shortwave Radiation",W m-2,AERmon
rtmt,Net Downward Radiative Flux at Top of Model,W m-2,Amon
rtmt,Net Downward Flux at Top of Model,W m-2,CFsubhr
rtmt,Net Downward Flux at Top of Model,W m-2,CF3hr
rv850,Relative Vorticity at 850hPa,s-1,6hrPlev
rv850,Relative Vorticity at 850hPa,s-1,6hrPlevPt
rzwc,Root zone soil moisture,kg m-2,Eday
sandfrac,Sand Fraction,1,Efx
sbl,Surface Snow and Ice Sublimation Flux,kg m-2 s-1,CFsubhr
sbl,Surface Snow and Ice Sublimation Flux,kg m-2 s-1,LImon
sbl,Surface Snow and Ice Sublimation Flux,kg m-2 s-1,ImonGre
sbl,Surface Snow and Ice Sublimation Flux,kg m-2 s-1,ImonAnt
sbl,Surface Snow and Ice Sublimation Flux,kg m-2 s-1,CF3hr
sbl,Surface Snow and Ice Sublimation Flux,kg m-2 s-1,Amon
sbl,Surface Snow and Ice Sublimation Flux,kg m-2 s-1,Eday
sblIs,Ice Sheet Surface Snow and Ice Sublimation Flux,kg m-2 s-1,LImon
sblnosn,Sublimation of the snow free area,kg m-2 s-1,Eday
sci,Fraction of Time Shallow Convection Occurs,1,CFsubhr
sci,Fraction of Time Shallow Convection Occurs,1,Amon
sci,Fraction of Time Shallow Convection Occurs,1,CF3hr
scldncl,Cloud Droplet Number Concentration of Stratiform Cloud Tops,m-3,Eday
sconcdust,Surface Concentration of Dust,kg m-3,Emon
sconcso4,Surface Concentration of SO4,kg m-3,Emon
sconcss,Surface Concentration of Seasalt,kg m-3,Emon
sedustCI,Sedimentation Flux of dust mode coarse insoluble,kg m-2 s-1,Emon
sf6,Mole Concentration of SF6 in Sea Water,mol m-3,Omon
sf6,Mole Concentration of SF6 in Sea Water,mol m-3,Oyr
sfcWind,Near-Surface Wind Speed,m s-1,E3hr
sfcWind,Near-Surface Wind Speed,m s-1,6hrPlevPt
sfcWind,Daily-Mean Near-Surface Wind Speed,m s-1,day
sfcWind,Near-Surface Wind Speed,m s-1,Amon
sfcWind,Near-Surface Wind Speed,m s-1,6hrPlev
sfcWind,Near-Surface Wind Speed,m s-1,CF3hr
sfcWind,Near-Surface Wind Speed,m s-1,CFsubhr
sfcWindmax,Daily Maximum Near-Surface Wind Speed,m s-1,Emon
sfcWindmax,Daily Maximum Near-Surface Wind Speed,m s-1,day
sfdsi,Downward Sea Ice Basal Salt Flux,kg m-2 s-1,SImon
sfdsi,Downward Sea Ice Basal Salt Flux,kg m-2 s-1,Omon
sfdsi,Downward Sea Ice Basal Salt Flux,kg m-2 s-1,Odec
sfno2,NO2 volume mixing ratio in lowest model layer,mol mol-1,AERhr
sfo3,O3 Volume Mixing Ratio in Lowest Model Layer,mol mol-1,AERhr
sfo3max,Daily Maximum O3 Volume Mixing Ratio in Lowest Model Layer,mol mol-1,AERday
sfpm25,PM2.5 mass mixing ratio in lowest model layer,kg kg-1,AERhr
sfriver,Salt Flux into Sea Water from Rivers,kg m-2 s-1,Omon
sftflf,Floating Ice Shelf Area Percentage,%,IyrGre
sftgif,Land Ice Area Percentage,%,fx
sftgif,Land Ice Area Percentage,%,LImon
sftgif,Land Ice Area Percentage,%,IyrGre
sftgrf,Grounded Ice Sheet Area Percentage,%,Efx
sftgrf,Grounded Ice Sheet Area Percentage,%,IyrGre
sftgrf,Grounded Ice Sheet  Area Fraction,%,LImon
sftlf,Percentage of the grid  cell occupied by land (including lakes),%,fx
sftof,Sea Area Percentage,%,Ofx
shrubFrac,Percentage Cover by Shrub,%,Eyr
shrubFrac,Percentage Cover by Shrub,%,Lmon
si,Total Dissolved Inorganic Silicon Concentration,mol m-3,Oyr
si,Total Dissolved Inorganic Silicon Concentration,mol m-3,Omon
siage,Age of Sea Ice,s,SImon
siareaacrossline,Sea-Ice Area Flux Through Straits,m2 s-1,SImon
siarean,Sea-Ice Area North,1e6 km2,SImon
siareas,Sea-Ice Area South,1e6 km2,SImon
sicompstren,Compressive Sea Ice Strength,N m-1,SImon
siconc,Sea-Ice Area Percentage (Ocean Grid),%,SIday
siconc,Sea-Ice Area Percentage (Ocean Grid),%,SImon
siconca,Sea-Ice Area Percentage (Atmospheric Grid),%,SImon
siconca,Sea-ice Area Percentage (Atmospheric Grid),%,SIday
sidconcdyn,Sea-Ice Area Percentage Tendency Due to Dynamics,s-1,SImon
sidconcth,Sea-Ice Area Percentage Tendency Due to Thermodynamics,s-1,SImon
sidivvel,Divergence of the Sea-Ice Velocity Field,s-1,SImon
sidmassdyn,Sea-Ice Mass Change from Dynamics,kg m-2 s-1,SImon
sidmassevapsubl,Sea-Ice Mass Change Through Evaporation and Sublimation,kg m-2 s-1,SImon
sidmassgrowthbot,Sea-Ice Mass Change Through Basal Growth,kg m-2 s-1,SImon
sidmassgrowthwat,Sea-Ice Mass Change Through Growth in Supercooled Open Water (Frazil),kg m-2 s-1,SImon
sidmasslat,Lateral Sea Ice Melt Rate,kg m-2 s-1,SImon
sidmassmeltbot,Sea-Ice Mass Change Through Bottom Melting,kg m-2 s-1,SImon
sidmassmelttop,Sea-Ice Mass Change Through Surface Melting,kg m-2 s-1,SImon
sidmasssi,Sea-Ice Mass Change Through Snow-to-Ice Conversion,kg m-2 s-1,SImon
sidmassth,Sea-Ice Mass Change from Thermodynamics,kg m-2 s-1,SImon
sidmasstranx,X-component of sea-ice mass transport,kg s-1,SImon
sidmasstrany,Y-component of sea-ice mass transport,kg s-1,SImon
sidragbot,Ocean Drag Coefficient,1,SImon
sidragtop,Atmospheric Drag Coefficient,1,SImon
siextentn,Sea-Ice Extent North,1e6 km2,SImon
siextents,Sea-Ice Extent South,1e6 km2,SImon
sifb,Sea-Ice Freeboard,m,SImon
siflcondbot,Net Conductive Heat Fluxes in Ice at the Bottom,W m-2,SImon
siflcondtop,Net Conductive Heat Flux in Ice at the Surface,W m-2,SImon
siflfwbot,Freshwater Flux from Sea Ice,kg m-2 s-1,SImon
siflfwdrain,Freshwater Flux from Sea-Ice Surface,kg m-2 s-1,SImon
sifllatstop,Net Latent Heat Flux over Sea Ice,W m-2,SImon
sifllwdtop,Downwelling Longwave Flux over Sea Ice,W m-2,SImon
sifllwutop,Upwelling Longwave Flux over Sea Ice,W m-2,SImon
siflsenstop,Net Upward Sensible Heat Flux over Sea Ice,W m-2,SImon
siflsensupbot,Net Upward Sensible Heat Flux Under Sea Ice,W m-2,SImon
siflswdbot,Downwelling Shortwave Flux Under Sea Ice,W m-2,SImon
siflswdtop,Downwelling Shortwave Flux over Sea Ice,W m-2,SImon
siflswutop,Upwelling Shortwave Flux over Sea Ice,W m-2,SImon
siforcecoriolx,Coriolis Force Term in Force Balance (X-Component),N m-2,SImon
siforcecorioly,Coriolis Force Term in Force Balance (Y-Component),N m-2,SImon
siforceintstrx,Internal Stress Term in Force Balance (X-Component),N m-2,SImon
siforceintstry,Internal Stress Term in Force Balance (Y-Component),N m-2,SImon
siforcetiltx,Sea-Surface Tilt Term in Force Balance (X-Component),N m-2,SImon
siforcetilty,Sea-Surface Tilt Term in Force Balance (Y-Component),N m-2,SImon
sihc,Sea-Ice Heat Content per Unit Area,J m-2,SImon
siitdconc,Sea-Ice Area Percentages in Thickness Categories,%,SImon
siitdsnconc,Snow Area Percentages in Ice Thickness Categories,%,SImon
siitdsnthick,Snow Thickness in Ice Thickness Categories,m,SImon
siitdthick,Sea-Ice Thickness in Thickness Categories,m,SImon
siltfrac,Silt Fraction,1,Efx
simass,Sea-ice mass per area,kg m-2,SImon
simassacrossline,Sea Mass Area Flux Through Straits,kg s-1,SImon
simpconc,Percentage Cover of Sea-Ice by Meltpond,%,SImon
simpmass,Meltpond Mass per Unit Area,kg m-2,SImon
simprefrozen,Thickness of Refrozen Ice on Melt Pond,m,SImon
sios,Surface Total Dissolved Inorganic Silicon Concentration,mol m-3,Omon
sipr,Rainfall Rate over Sea Ice,kg m-2 s-1,SImon
sirdgconc,Percentage Cover of Sea Ice by Ridging,1,SImon
sirdgthick,Ridged Ice Thickness,m,SImon
sisali,Sea Ice Salinity,0.001,SImon
sisaltmass,Mass of Salt in Sea Ice per Area,kg m-2,SImon
sishevel,Maximum Shear of Sea-Ice Velocity Field,s-1,SImon
sisnconc,Snow Area Percentage,%,SImon
sisnhc,Snow Heat Content per Unit Area,J m-2,SImon
sisnmass,Snow Mass per Area,kg m-2,SImon
sisnthick,Snow Thickness,m,SIday
sisnthick,Snow Thickness,m,SImon
sispeed,Sea-Ice Speed,m s-1,SImon
sispeed,Sea-Ice Speed,m s-1,SIday
sistremax,Maximum Shear Stress in Sea Ice,N m-1,SImon
sistresave,Average Normal Stress in Sea Ice,N m-1,SImon
sistrxdtop,X-Component of Atmospheric Stress on Sea Ice,N m-2,SImon
sistrxubot,X-Component of Ocean Stress on Sea Ice,N m-2,SImon
sistrydtop,Y-Component of Atmospheric Stress on Sea Ice,N m-2,SImon
sistryubot,Y-Component of Ocean Stress on Sea Ice,N m-2,SImon
sitempbot,Temperature at ice-ocean interface,K,SImon
sitempsnic,Temperature at Snow-Ice Interface,K,SImon
sitemptop,Surface Temperature of Sea Ice,K,SImon
sitemptop,Surface Temperature of Sea Ice,K,SIday
sithick,Sea Ice Thickness,m,SImon
sithick,Sea Ice Thickness,m,SIday
sitimefrac,Fraction of Time Steps with Sea Ice,1,SImon
sitimefrac,Fraction of Time Steps with Sea Ice,1,SIday
siu,X-Component of Sea-Ice Velocity,m s-1,SIday
siu,X-Component of Sea-Ice Velocity,m s-1,SImon
siv,Y-Component of Sea-Ice Velocity,m s-1,SImon
siv,Y-Component of Sea-Ice Velocity,m s-1,SIday
sivol,Sea-Ice Volume per Area,m,SImon
sivoln,Sea-Ice Volume North,1e3 km3,SImon
sivols,Sea-Ice Volume South,1e3 km3,SImon
sltbasin,Northward Ocean Salt Transport,kg s-1,EmonZ
slthick,Thickness of Soil Layers,m,Efx
sltnortha,Atlantic Northward Ocean Salt Transport,kg s-1,EmonZ
sltovgyre,Northward Ocean Salt Transport Due to Gyre,kg s-1,Omon
sltovovrt,Northward Ocean Salt Transport Due to Overturning,kg s-1,Omon
smc,Shallow Convective Mass Flux,kg m-2 s-1,CFmon
smoc,Meridional Overturning Circulation at 34S,Sv,Omon
snc,Snow Area Percentage,%,day
snc,Snow Area Percentage,%,IyrAnt
snc,Snow Area Percentage,%,IyrGre
snc,Snow Area Percentage,%,ImonGre
snc,Snow Area Percentage,%,LImon
snc,Snow Area Percentage,%,ImonAnt
sncIs,Ice Sheet Snow Cover Percentage,%,LImon
snd,Snow Depth,m,LImon
snd,Snow Depth,m,Eday
sndmassdyn,Snow Mass Rate of Change Through Advection by Sea-Ice Dynamics,kg m-2 s-1,SImon
sndmassmelt,Snow Mass Rate of Change Through Melt,kg m-2 s-1,SImon
sndmasssi,Snow Mass Rate of Change Through Snow-to-Ice Conversion,kg m-2 s-1,SImon
sndmasssnf,Snow Mass Change Through Snow Fall,kg m-2 s-1,SImon
sndmasssubl,Snow Mass Rate of Change Through Evaporation or Sublimation,kg m-2 s-1,SImon
sndmasswindrif,Snow Mass Rate of Change Through Wind Drift of Snow,kg m-2 s-1,SImon
snicefreez,Surface Snow and Ice Refreeze Flux,kg m-2 s-1,ImonAnt
snicefreez,Surface Snow and Ice Refreeze Flux,kg m-2 s-1,ImonGre
snicefreezIs,Ice Sheet Surface Snow and Ice Refreeze Flux,kg m-2 s-1,LImon
snicem,Surface Snow and Ice Melt Flux,kg m-2 s-1,ImonGre
snicem,Surface Snow and Ice Melt Flux,kg m-2 s-1,ImonAnt
snicemIs,Ice Sheet Surface Snow and Ice Melt Flux,kg m-2 s-1,LImon
snm,Surface Snow Melt,kg m-2 s-1,Eday
snm,Surface Snow Melt,kg m-2 s-1,ImonAnt
snm,Surface Snow Melt,kg m-2 s-1,LImon
snm,Surface Snow Melt,kg m-2 s-1,ImonGre
snmIs,Ice Sheet Surface Snow Melt,kg m-2 s-1,LImon
snmassacrossline,Snow Mass Flux Through Straits,kg s-1,SImon
snowmxrat,Mass Fraction of Snow in Air,1,Emon
snrefr,Re-freezing of water in the snow,kg m-2 s-1,Eday
snw,Surface Snow Amount,kg m-2,6hrPlevPt
snw,Surface Snow Amount,kg m-2,day
snw,Surface Snow Amount,kg m-2,LImon
snwc,snow water equivalent intercepted by the vegetation,kg m-2,Eday
so,Sea Water Salinity,0.001,Omon
so,Sea Water Salinity,0.001,Odec
so2,SO2 Volume Mixing Ratio,mol mol-1,AERmon
sob,sea water salinity at sea floor,0.001,Omon
soga,,0.001,Odec
soga,Global Mean Sea Water Salinity,0.001,Omon
solbnd,Top-of-Atmosphere Solar Insolation for each band,W m-2,E3hrPt
somint,Depth Integral of Product of Sea Water Density and Prognostic Salinity,g m-2,Emon
somint,Depth Integral of Product of Sea Water Density and Prognostic Salinity,g m-2,Oyr
sootsn,Snow Soot Content,kg m-2,LImon
sootsn,Snow Soot Content,kg m-2,Eday
sos,Sea Surface Salinity,0.001,Omon
sos,Sea Surface Salinity,0.001,Odec
sos,Sea Surface Salinity,0.001,Oday
sosga,Global Average Sea Surface Salinity,0.001,Omon
sosga,Global Average Sea Surface Salinity,0.001,Odec
sossq,Square of Sea Surface Salinity,1e-06,Omon
sossq,Square of Sea Surface Salinity,1e-06,Oday
spco2,Surface Aqueous Partial Pressure of CO2,Pa,Omon
spco2abio,Abiotic Surface Aqueous Partial Pressure of CO2,Pa,Omon
spco2nat,Natural Surface Aqueous Partial Pressure of CO2,Pa,Omon
strbasemag,Land Ice Basal Drag,Pa,IyrGre
sw,Surface Water Storage,kg m-2,Eday
sweLut,Snow Water Equivalent on Land-Use Tile,m,Emon
swsffluxaero,Shortwave heating rate due to volcanic aerosols,W m-2,6hrPlevPt
swsrfasdust,All-Sky Surface Shortwave Radiative Flux Due to Dust,W m-2,Emon
swsrfcsdust,Clear-Sky Surface Shortwave Radiative Flux Due to Dust,W m-2,Emon
swtoaasdust,All-Sky Shortwave Flux Due to Dust at Toa,W m-2,Emon
swtoacsdust,clear sky  Shortwave flux due to dust at toa,W m-2,Emon
swtoafluxaerocs,Shortwave flux due to volcanic aerosols at TOA under clear sky,W m-2,6hrPlevPt
sza,Solar Zenith Angle,degree,E3hrPt
t2,square_of_air_temperature,K2,Emon
t20d,Depth of 20 degree Celsius Isotherm,m,Emon
t20d,Depth of 20 degree Celsius Isotherm,m,Eday
tSoilPools,turnover rate of each model soil carbon pool,s-1,Emon
ta,Air Temperature,K,CF3hr
ta,Air Temperature,K,Eday
ta,Air Temperature,K,6hrPlev
ta,Air Temperature,K,CFday
ta,Air Temperature,K,Esubhr
ta,Air Temperature,K,EdayZ
ta,Air Temperature,K,Amon
ta,Air Temperature,K,AERmonZ
ta,Air Temperature,K,CFmon
ta,Air Temperature,K,CFsubhr
ta,Air Temperature,K,Emon
ta,Air Temperature,K,E3hrPt
ta,Air Temperature,K,6hrLev
ta,Air Temperature,K,day
ta,Air Temperature,K,6hrPlevPt
ta500,Air Temperature,K,Eday
ta700,Air Temperature,K,CFday
ta7h,Air Temperature,K,E3hrPt
ta850,Air Temperature,K,Eday
talk,Total Alkalinity,mol m-3,Omon
talk,Total Alkalinity,mol m-3,Oyr
talknat,Natural Total Alkalinity,mol m-3,Omon
talknat,Natural Total Alkalinity,mol m-3,Oyr
talknatos,Surface Natural Total Alkalinity,mol m-3,Omon
talkos,Surface Total Alkalinity,mol m-3,Omon
tas,Near-Surface Air Temperature,K,Amon
tas,Near-Surface Air Temperature,K,6hrPlev
tas,Near-Surface Air Temperature,K,3hr
tas,Near-Surface Air Temperature,K,6hrPlevPt
tas,Surface Air Temperature,K,ImonGre
tas,Surface Air Temperature,K,ImonAnt
tas,Surface Air Temperature,K,Esubhr
tas,Surface Temperature,K,AERhr
tas,Near-Surface Air Temperature,K,CFsubhr
tas,Near-Surface Air Temperature,K,day
tasIs,Ice Sheet Near-Surface Air Temperature,K,LImon
tasLut,Near-Surface Air Temperature on Land Use Tile,K,Emon
tasmax,Daily Maximum Near-Surface Air Temperature,K,Amon
tasmax,Daily Maximum Near-Surface Air Temperature,K,day
tasmaxCrop,Daily Maximum Near-Surface Air Temperature over Crop Tile,K,Emon
tasmin,Daily Minimum Near-Surface Air Temperature,K,Amon
tasmin,Daily Minimum Near-Surface Air Temperature,K,day
tasminCrop,Daily Minimum Near-Surface Air Temperature over Crop Tile,K,Emon
tatp,Tropopause Air Temperature,K,AERmon
tau,Momentum Flux,N m-2,Eday
tauu,Surface Downward Eastward Wind Stress,Pa,CF3hr
tauu,Surface Downward Eastward Wind Stress,Pa,Eday
tauu,Surface Downward Eastward Wind Stress,Pa,Amon
tauu,Surface Downward Eastward Wind Stress,Pa,CFsubhr
tauucorr,Surface Downward X Stress Correction,N m-2,Omon
tauuo,Sea Water Surface Downward X Stress,N m-2,Odec
tauuo,Surface Downward X Stress,N m-2,Omon
tauupbl,Eastward Surface Stress from Planetary Boundary Layer Scheme,Pa,Eday
tauv,Surface Downward Northward Wind Stress,Pa,CF3hr
tauv,Surface Downward Northward Wind Stress,Pa,Eday
tauv,Surface Downward Northward Wind Stress,Pa,CFsubhr
tauv,Surface Downward Northward Wind Stress,Pa,Amon
tauvcorr,Surface Downward Y Stress Correction,N m-2,Omon
tauvo,Surface Downward Y Stress,N m-2,Omon
tauvo,Sea Water Surface Downward Y Stress,N m-2,Odec
tauvpbl,Northward Surface Stress from Planetary Boundary Layer Scheme,Pa,Eday
tcs,Vegetation Canopy Temperature,K,Eday
tdps,2m Dewpoint Temperature,K,Emon
tdps,2m Dewpoint Temperature,K,Eday
tgs,Temperature of bare soil,K,Eday
thetao,Sea Water Potential Temperature,degC,Odec
thetao,Sea Water Potential Temperature,degC,Omon
thetaoga,,degC,Odec
thetaoga,Global Average Sea Water Potential Temperature,degC,Omon
thetaot,Vertically Averaged Sea Water Potential Temperature,degC,Emon
thetaot2000,Depth Average Potential Temperature of Upper 2000m,degC,Emon
thetaot300,Depth Average Potential Temperature of Upper 300m,degC,Emon
thetaot700,Depth Average Potential Temperature of Upper 700m,degC,Emon
thkcello,Ocean Model Cell Thickness,m,Omon
thkcello,Ocean Model Cell Thickness,m,Ofx
thkcello,Ocean Model Cell Thickness,m,Odec
tnhus,Tendency of Specific Humidity,s-1,CFsubhr
tnhus,Tendency of Specific Humidity,s-1,CFmon
tnhus,Tendency of Specific Humidity,s-1,Esubhr
tnhusa,Tendency of Specific Humidity due to Advection,s-1,CFsubhr
tnhusa,Tendency of Specific Humidity Due to Advection,s-1,CFmon
